ChargeStartDateTime;Model;Country;SiteLocationName;Description;QuantityBase;QuantityTier1;QuantityTier2;QuantityTier3;QuantityTier4;InvoiceNumber;UnitCostBase;UnitCostTier1;UnitCostTier2;UnitCostTier3;UnitCostTier4;VAT;Total Exc. VAT;Total Inc. VAT;Status;Invoice
2022-02-21T18:03:58+01:00;ms;IT;Oristano, Italy;CHARGING : NO_CHARGE;38.00 kwh;N/A;N/A;N/A;N/A;;0.43/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2022-02-17T12:53:25+01:00;ms;IT;Oristano, Italy;CHARGING : NO_CHARGE;44.00 kwh;N/A;N/A;N/A;N/A;;0.43/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2022-02-16T16:50:27+01:00;ms;IT;Forte dei Marmi, Italy;CHARGING : NO_CHARGE;44.00 kwh;N/A;N/A;N/A;N/A;;0.44/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2022-02-16T14:33:08+01:00;ms;IT;Firenze, Italy;CHARGING : NO_CHARGE;32.00 kwh;N/A;N/A;N/A;N/A;;0.44/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2022-02-16T12:23:42+01:00;ms;IT;Occhiobello, Italy;CHARGING : NO_CHARGE;38.00 kwh;N/A;N/A;N/A;N/A;;0.44/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2022-02-16T10:56:53+01:00;ms;IT;Mogliano Veneto, Italy;CHARGING : NO_CHARGE;32.00 kwh;N/A;N/A;N/A;N/A;;0.44/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2022-02-16T09:36:07+01:00;ms;IT;Palmanova, Italy;CHARGING : NO_CHARGE;28.00 kwh;N/A;N/A;N/A;N/A;;0.44/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2022-02-16T07:39:24+01:00;ms;AT;Villach, Austria;CHARGING : NO_CHARGE;32.00 kwh;N/A;N/A;N/A;N/A;;0.36/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2022-02-16T04:56:37+01:00;ms;AT;Kapfenberg, Austria;CHARGING : NO_CHARGE;5.00 kwh;N/A;N/A;N/A;N/A;;0.36/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2022-02-15T21:11:55+01:00;ms;AT;Kapfenberg, Austria;CHARGING : NO_CHARGE;47.00 kwh;N/A;N/A;N/A;N/A;;0.36/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2022-02-15T19:47:06+01:00;ms;AT;Wiener Neustadt, Austria;CHARGING : NO_CHARGE;24.00 kwh;N/A;N/A;N/A;N/A;;0.36/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2022-02-15T17:24:09+01:00;ms;AT;Poysdorf, Austria;CHARGING : NO_CHARGE;35.00 kwh;N/A;N/A;N/A;N/A;;0.36/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2022-02-15T15:07:25+01:00;ms;CZ;Olomouc, Czech Republic;CHARGING : NO_CHARGE;41.00 kwh;N/A;N/A;N/A;N/A;;9.20/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2022-02-15T13:04:47+01:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;19.00 kwh;N/A;N/A;N/A;N/A;;1.45/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-09-17T20:33:11+02:00;ms;PL;Radom, Poland;CHARGING : NO_CHARGE;31.00 kwh;N/A;N/A;N/A;N/A;;1.55/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-23T15:40:36+02:00;ms;IT;Oristano, Italy;CHARGING : NO_CHARGE;26.00 kwh;N/A;N/A;N/A;N/A;;0.41/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-19T17:24:04+02:00;ms;IT;Oristano, Italy;CHARGING : NO_CHARGE;28.00 kwh;N/A;N/A;N/A;N/A;;0.41/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-18T12:54:26+02:00;ms;IT;Oristano, Italy;CHARGING : NO_CHARGE;60.00 kwh;N/A;N/A;N/A;N/A;;0.41/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-17T13:07:22+02:00;ms;IT;Oristano, Italy;CHARGING : NO_CHARGE;31.00 kwh;N/A;N/A;N/A;N/A;;0.41/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-14T17:34:40+02:00;ms;IT;Oristano, Italy;CHARGING : NO_CHARGE;41.00 kwh;N/A;N/A;N/A;N/A;;0.41/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-13T11:53:03+02:00;ms;IT;Oristano, Italy;CHARGING : NO_CHARGE;51.00 kwh;N/A;N/A;N/A;N/A;;0.41/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-09T23:51:40+02:00;ms;IT;Oristano, Italy;CHARGING : NO_CHARGE;61.00 kwh;N/A;N/A;N/A;N/A;;0.41/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-09T09:22:21+02:00;ms;IT;Firenze, Italy;CHARGING : NO_CHARGE;45.00 kwh;N/A;N/A;N/A;N/A;;0.41/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-09T02:25:07+02:00;ms;IT;Occhiobello, Italy;CHARGING : NO_CHARGE;43.00 kwh;N/A;N/A;N/A;N/A;;0.41/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-08T23:21:59+02:00;ms;IT;Palmanova, Italy;CHARGING : NO_CHARGE;50.00 kwh;N/A;N/A;N/A;N/A;;0.41/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-08T20:49:10+02:00;ms;AT;Villach, Austria;CHARGING : NO_CHARGE;30.00 kwh;N/A;N/A;N/A;N/A;;0.33/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-08T18:04:13+02:00;ms;AT;Kapfenberg, Austria;CHARGING : NO_CHARGE;44.00 kwh;N/A;N/A;N/A;N/A;;0.33/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-08T16:52:57+02:00;ms;AT;Wiener Neustadt, Austria;CHARGING : NO_CHARGE;22.00 kwh;N/A;N/A;N/A;N/A;;0.33/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-08T14:05:12+02:00;ms;AT;Poysdorf, Austria;CHARGING : NO_CHARGE;35.00 kwh;N/A;N/A;N/A;N/A;;0.33/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-08T11:32:03+02:00;ms;CZ;Olomouc, Czech Republic;CHARGING : NO_CHARGE;29.00 kwh;N/A;N/A;N/A;N/A;;8.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-08T08:57:10+02:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;19.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-02T18:42:34+02:00;ms;PL;Radom, Poland;CHARGING : NO_CHARGE;32.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-02T07:25:40+02:00;ms;PL;Radom, Poland;CHARGING : NO_CHARGE;47.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-07-01T08:41:40+02:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;31.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-06-28T20:05:23+02:00;ms;AT;Kapfenberg, Austria;CHARGING : NO_CHARGE;43.00 kwh;N/A;N/A;N/A;N/A;;0.33/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-06-28T16:38:11+02:00;ms;AT;Poysdorf, Austria;CHARGING : NO_CHARGE;44.00 kwh;N/A;N/A;N/A;N/A;;0.33/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-06-28T13:57:17+02:00;ms;CZ;Olomouc, Czech Republic;CHARGING : NO_CHARGE;45.00 kwh;N/A;N/A;N/A;N/A;;8.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-06-28T10:50:02+02:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;34.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-05-25T09:25:25+02:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;38.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-03-12T17:57:44+01:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;19.00 kwh;N/A;N/A;N/A;N/A;;1.30/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-02-25T15:21:13+01:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;17.00 kwh;N/A;N/A;N/A;N/A;;1.30/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2021-02-25T12:13:05+01:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;14.00 kwh;N/A;N/A;N/A;N/A;;1.30/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-12-20T01:45:23+01:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;31.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-12-19T22:42:12+01:00;ms;PL;Kostomłoty, Poland;CHARGING : NO_CHARGE;4.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-12-19T21:44:19+01:00;ms;PL;Kostomłoty, Poland;CHARGING : NO_CHARGE;50.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-12-19T15:25:54+01:00;ms;PL;Kostomłoty, Poland;CHARGING : NO_CHARGE;61.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-12-19T12:23:46+01:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;26.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-11-23T14:18:24+01:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;22.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-11-10T17:19:08+01:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;47.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-11-10T09:15:23+01:00;ms;PL;Poznan, Poland;CHARGING : NO_CHARGE;58.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-11-10T06:00:35+01:00;ms;PL;Kostomłoty, Poland;CHARGING : NO_CHARGE;59.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-11-10T02:27:42+01:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;43.00 kwh;N/A;N/A;N/A;N/A;;1.40/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-10-12T12:45:18+02:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;26.00 kwh;N/A;N/A;N/A;N/A;;1.29/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-30T17:35:08+02:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;41.00 kwh;N/A;N/A;N/A;N/A;;1.29/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-30T12:35:01+02:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;20.00 kwh;N/A;N/A;N/A;N/A;;1.29/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-26T12:46:17+02:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;46.00 kwh;N/A;N/A;N/A;N/A;;1.29/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-26T10:30:03+02:00;ms;CZ;Olomouc, Czech Republic;CHARGING : NO_CHARGE;43.00 kwh;N/A;N/A;N/A;N/A;;6.08/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-26T08:23:21+02:00;ms;AT;Poysdorf, Austria;CHARGING : NO_CHARGE;39.00 kwh;N/A;N/A;N/A;N/A;;0.27/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T23:18:33+02:00;ms;AT;Kapfenberg, Austria;CHARGING : NO_CHARGE;49.00 kwh;N/A;N/A;N/A;N/A;;0.27/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T19:22:13+02:00;ms;AT;Villach, Austria;CHARGING : NO_CHARGE;49.00 kwh;N/A;N/A;N/A;N/A;;0.28/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T15:48:32+02:00;ms;IT;Mogliano Veneto, Italy;PARKING : FREE_SITE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T15:48:32+02:00;ms;IT;Mogliano Veneto, Italy;CHARGING : NO_CHARGE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T14:32:50+02:00;ms;IT;Vicenza, Italy;CHARGING : NO_CHARGE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T14:32:50+02:00;ms;IT;Vicenza, Italy;PARKING : FREE_SITE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T11:25:28+02:00;ms;IT;Mogliano Veneto, Italy;CHARGING : NO_CHARGE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T11:25:28+02:00;ms;IT;Mogliano Veneto, Italy;PARKING : FREE_SITE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T10:11:26+02:00;ms;IT;Palmanova, Italy;CHARGING : NO_CHARGE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T10:11:26+02:00;ms;IT;Palmanova, Italy;PARKING : FREE_SITE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T08:20:40+02:00;ms;AT;Villach, Austria;CHARGING : NO_CHARGE;29.00 kwh;N/A;N/A;N/A;N/A;;0.28/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T05:28:10+02:00;ms;AT;Kapfenberg, Austria;CHARGING : NO_CHARGE;34.00 kwh;N/A;N/A;N/A;N/A;;0.27/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T04:01:34+02:00;ms;AT;Wiener Neustadt, Austria;CHARGING : NO_CHARGE;38.00 kwh;N/A;N/A;N/A;N/A;;0.28/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T02:25:28+02:00;ms;AT;Poysdorf, Austria;CHARGING : NO_CHARGE;25.00 kwh;N/A;N/A;N/A;N/A;;0.27/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T01:26:26+02:00;ms;CZ;Brno, Czech Republic;CHARGING : NO_CHARGE;19.00 kwh;N/A;N/A;N/A;N/A;;6.31/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-25T00:26:18+02:00;ms;CZ;Olomouc, Czech Republic;CHARGING : NO_CHARGE;24.00 kwh;N/A;N/A;N/A;N/A;;6.08/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-24T22:27:32+02:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;26.00 kwh;N/A;N/A;N/A;N/A;;1.29/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-09-22T16:31:47+02:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;20.00 kwh;N/A;N/A;N/A;N/A;;1.29/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-27T13:34:57+02:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;15.00 kwh;N/A;N/A;N/A;N/A;;1.29/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-23T14:17:56+02:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;15.00 kwh;N/A;N/A;N/A;N/A;;1.29/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-23T09:54:03+02:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;26.00 kwh;N/A;N/A;N/A;N/A;;1.29/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-14T09:42:38+02:00;ms;PL;Katowice, Poland;CHARGING : NO_CHARGE;21.00 kwh;N/A;N/A;N/A;N/A;;1.29/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-14T07:18:58+02:00;ms;CZ;Olomouc, Czech Republic;CHARGING : NO_CHARGE;34.00 kwh;N/A;N/A;N/A;N/A;;6.08/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-14T04:48:21+02:00;ms;AT;Poysdorf, Austria;CHARGING : NO_CHARGE;45.00 kwh;N/A;N/A;N/A;N/A;;0.27/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-13T23:36:37+02:00;ms;AT;Kapfenberg, Austria;CHARGING : NO_CHARGE;51.00 kwh;N/A;N/A;N/A;N/A;;0.27/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-13T20:31:54+02:00;ms;AT;Villach, Austria;CHARGING : NO_CHARGE;46.00 kwh;N/A;N/A;N/A;N/A;;0.28/kwh;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-13T18:16:54+02:00;ms;IT;Palmanova, Italy;PARKING : FREE_SITE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-13T18:16:54+02:00;ms;IT;Palmanova, Italy;CHARGING : NO_CHARGE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-13T16:40:55+02:00;ms;IT;Mogliano Veneto, Italy;CHARGING : NO_CHARGE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-13T16:40:55+02:00;ms;IT;Mogliano Veneto, Italy;PARKING : FREE_SITE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-13T15:01:54+02:00;ms;IT;Occhiobello, Italy;PARKING : FREE_SITE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-13T15:01:54+02:00;ms;IT;Occhiobello, Italy;CHARGING : NO_CHARGE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-13T09:38:11+02:00;ms;IT;Firenze, Italy;PARKING : FREE_SITE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-13T09:38:11+02:00;ms;IT;Firenze, Italy;CHARGING : NO_CHARGE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-13T08:10:59+02:00;ms;IT;Forte dei Marmi, Italy;PARKING : FREE_SITE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-13T08:10:59+02:00;ms;IT;Forte dei Marmi, Italy;CHARGING : NO_CHARGE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-04T19:47:00+02:00;ms;IT;Firenze, Italy;PARKING : FREE_SITE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-04T19:47:00+02:00;ms;IT;Firenze, Italy;CHARGING : NO_CHARGE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-04T18:00:08+02:00;ms;IT;Occhiobello, Italy;CHARGING : NO_CHARGE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-04T18:00:08+02:00;ms;IT;Occhiobello, Italy;PARKING : FREE_SITE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-04T15:51:46+02:00;ms;IT;Vicenza, Italy;CHARGING : NO_CHARGE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-04T15:51:46+02:00;ms;IT;Vicenza, Italy;PARKING : FREE_SITE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-04T14:35:52+02:00;ms;IT;Occhiobello, Italy;PARKING : FREE_SITE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-04T14:35:52+02:00;ms;IT;Occhiobello, Italy;CHARGING : NO_CHARGE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
2020-07-04T12:53:06+02:00;ms;IT;Firenze, Italy;CHARGING : NO_CHARGE;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;0.00;0.00;0.00;PAID;
